physid,PRVDR_SPCLTY,startyr,endyr
7903,FAMILY MEDICINE,2009,2020
7905,PHYSICIAN ASSISTANT,2018,2020
7906,INTERNAL MEDICINE,2009,2011
7906,PULMONARY DISEASES,2012,2020
7907,"SURGERY, GENERAL VASCULAR",2009,2020
7908,"SURGERY, GENERAL",2016,2018
7909,FAMILY MEDICINE,2016,2020
7909,INTERNAL MEDICINE,2012,2015
7910,NEPHROLOGY,2009,2020
7911,INTERNAL MEDICINE,2019,2020
7912,EMERGENCY MEDICINE,2018,2020
7913,INTERNAL MEDICINE,2009,2020
7914,FAMILY MEDICINE,2014,2016
7914,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
7914,INTERNAL MEDICINE,2017,2017
7915,FAMILY MEDICINE,2011,2020
7915,INTERNAL MEDICINE,2009,2010
7916,FAMILY MEDICINE,2009,2020
7917,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
7918,FAMILY MEDICINE,2009,2020
7919,NURSE PRACTITIONER,2009,2017
7920,INFECTIOUS DISEASES,2010,2020
7921,NURSE PRACTITIONER,2009,2011
7922,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2015,2020
7923,FAMILY MEDICINE,2017,2020
7923,INTERNAL MEDICINE,2012,2016
7924,PHYSICIAN ASSISTANT,2012,2020
7925,FAMILY MEDICINE,2019,2020
7926,FAMILY MEDICINE,2017,2020
7926,INTERNAL MEDICINE,2013,2016
7927,INTERNAL MEDICINE,2009,2009
7927,"SURGERY, GENERAL",2010,2012
7928,INTERNAL MEDICINE,2009,2020
7929,PHYSICIAN ASSISTANT,2009,2016
7930,FAMILY MEDICINE,2009,2020
7931,PHYSICIAN ASSISTANT,2017,2020
7932,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7933,INTERNAL MEDICINE,2009,2013
7934,INTERNAL MEDICINE,2009,2020
7935,FAMILY MEDICINE,2010,2011
7935,INTERNAL MEDICINE,2009,2009
7936,INTERNAL MEDICINE,2012,2016
7936,"SURGERY, GENERAL",2017,2017
7937,RHEUMATOLOGY,2011,2013
7938,ANESTHESIOLOGY,2009,2020
7939,CARDIOVASCULAR DISEASE,2015,2020
7939,GENERAL PRACTICE,2009,2011
7939,INTERNAL MEDICINE,2012,2012
7940,EMERGENCY MEDICINE,2009,2020
7941,INTERNAL MEDICINE,2011,2012
7941,NEUROMUSCULOSKELETAL MEDICINE & OMM,2015,2020
7942,INTERNAL MEDICINE,2014,2016
7942,PLASTIC SURGERY WITHIN THE HEAD & NECK,2017,2020
7943,PLASTIC & RECONSTRUCTIVE SURGERY,2009,2020
7943,PLASTIC SURGERY WITHIN THE HEAD & NECK,2014,2017
7943,SURGERY OF THE HAND,2018,2018
7944,PHYSICIAN ASSISTANT,2011,2015
7945,INTERNAL MEDICINE,2009,2020
7946,INTERNAL MEDICINE,2012,2017
7946,"SURGERY, NEUROLOGICAL",2018,2020
7947,PHYSICAL MEDICINE & REHABILITATION,2010,2020
7948,FAMILY MEDICINE,2014,2017
7948,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
7949,EMERGENCY MEDICINE,2015,2018
7950,FAMILY MEDICINE,2011,2019
7951,EMERGENCY MEDICINE,2012,2020
7952,FAMILY MEDICINE,2018,2020
7953,CARDIOVASCULAR DISEASE,2012,2020
7953,CLINICAL CARDIAC ELECTROPHYSIOLOGY,2011,2011
7953,INTERNAL MEDICINE,2009,2010
7954,ANESTHESIOLOGY,2009,2020
7954,"ANESTHESIOLOGY, PAIN MANAGEMENT",2011,2012
7955,PHYSICIAN ASSISTANT,2016,2020
7956,INTERNAL MEDICINE,2013,2017
7956,PLASTIC SURGERY WITHIN THE HEAD & NECK,2018,2020
7957,INTERNAL MEDICINE,2017,2020
7958,EMERGENCY MEDICINE,2012,2020
7959,INTERNAL MEDICINE,2017,2020
7960,PHYSICIAN ASSISTANT,2009,2012
7961,INTERNAL MEDICINE,2009,2010
7962,INTERNAL MEDICINE,2009,2017
7963,INTERNAL MEDICINE,2009,2020
7964,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
7965,INTERNAL MEDICINE,2009,2009
7966,FAMILY MEDICINE,2009,2017
7966,INTERNAL MEDICINE,2018,2020
7967,FAMILY MEDICINE,2012,2020
7968,FAMILY MEDICINE,2009,2020
7969,PEDIATRIC ANESTHESIOLOGY,2009,2020
7970,FAMILY MEDICINE,2020,2020
7970,INTERNAL MEDICINE,2016,2019
7971,FAMILY MEDICINE,2020,2020
7971,INTERNAL MEDICINE,2016,2019
7972,INTERNAL MEDICINE,2009,2012
7973,FAMILY MEDICINE,2013,2020
7973,INTERNAL MEDICINE,2015,2017
7974,EMERGENCY MEDICINE,2009,2020
7975,INTERNAL MEDICINE,2013,2020
7976,FAMILY MEDICINE,2011,2020
7977,EMERGENCY MEDICINE,2015,2018
7978,INTERNAL MEDICINE,2009,2011
7978,VASCULAR & INTERVENTIONAL RADIOLOGY,2012,2020
7979,PHYSICIAN ASSISTANT,2009,2020
7980,FAMILY MEDICINE,2013,2020
7981,EMERGENCY MEDICINE,2015,2020
7982,VASCULAR & INTERVENTIONAL RADIOLOGY,2012,2013
7983,NEUROMUSCULOSKELETAL MEDICINE & OMM,2015,2018
7984,UROLOGY,2011,2020
7985,"SURGERY, GENERAL",2009,2020
7986,EMERGENCY MEDICINE,2009,2020
7987,NURSE PRACTITIONER,2013,2020
7987,REGISTERED NURSE,2012,2012
7988,INTERNAL MEDICINE,2011,2014
7989,PHYSICIAN ASSISTANT,2009,2020
7990,FAMILY MEDICINE,2009,2020
7991,INTERNAL MEDICINE,2012,2012
7991,"SURGERY, GENERAL",2013,2014
7991,TRAUMA SURGERY,2017,2020
7992,FAMILY MEDICINE,2009,2015
7993,"SURGERY, NEUROLOGICAL",2011,2020
7994,INTERNAL MEDICINE,2014,2019
7995,FAMILY MEDICINE,2009,2020
7996,INTERNAL MEDICINE,2016,2017
7996,OTOLARYNGOLOGY,2017,2020
7997,INTERNAL MEDICINE,2017,2018
7998,EMERGENCY MEDICINE,2013,2018
7999,FAMILY MEDICINE,2009,2020
8000,FAMILY MEDICINE,2010,2017
8000,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
8000,INTERNAL MEDICINE,2009,2009
8001,FAMILY MEDICINE,2012,2020
8002,FAMILY MEDICINE,2009,2020
8003,PHYSICIAN ASSISTANT,2015,2020
8004,INTERNAL MEDICINE,2015,2020
8005,EMERGENCY MEDICINE,2018,2020
8006,INTERNAL MEDICINE,2015,2020
8007,FAMILY MEDICINE,2009,2014
8008,INTERNAL MEDICINE,2012,2013
8009,CARDIOVASCULAR DISEASE,2016,2020
8009,GENERAL PRACTICE,2009,2011
8009,INTERNAL MEDICINE,2012,2015
8010,EMERGENCY MEDICINE,2017,2020
8011,FAMILY MEDICINE,2011,2020
8011,INTERNAL MEDICINE,2013,2019
8012,NURSE PRACTITIONER,2010,2015
8013,INTERNAL MEDICINE,2017,2020
8014,"SURGERY, NEUROLOGICAL",2013,2015
8015,INTERNAL MEDICINE,2009,2020
8016,PHYSICAL MEDICINE & REHABILITATION,2012,2014
8017,FAMILY MEDICINE,2009,2020
8018,FAMILY MEDICINE,2014,2020
8019,PHYSICIAN ASSISTANT,2009,2020
8020,INTERNAL MEDICINE,2014,2017
8021,NURSE PRACTITIONER,2009,2014
8022,FAMILY MEDICINE,2009,2017
8022,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
8023,INFECTIOUS DISEASES,2011,2020
8024,UROLOGY,2009,2020
8025,NEUROMUSCULOSKELETAL MEDICINE & OMM,2016,2020
8026,OBSTETRICS & GYNECOLOGY,2009,2020
8027,INTERNAL MEDICINE,2016,2020
8028,EMERGENCY MEDICINE,2009,2020
8029,INTERNAL MEDICINE,2012,2016
8030,FAMILY MEDICINE,2014,2014
8030,INTERNAL MEDICINE,2009,2020
8031,INTERNAL MEDICINE,2011,2020
8032,THORACIC SURGERY,2014,2015
8033,FAMILY MEDICINE,2018,2020
8033,INTERNAL MEDICINE,2009,2017
8034,CARDIOVASCULAR DISEASE,2011,2020
8035,FAMILY MEDICINE,2015,2020
8036,FAMILY MEDICINE,2019,2020
8036,INTERNAL MEDICINE,2015,2018
8037,"SURGERY, GENERAL",2014,2020
8038,INTERNAL MEDICINE,2009,2012
8039,INTERNAL MEDICINE,2011,2014
8040,PHYSICIAN ASSISTANT,2009,2020
8041,DERMATOLOGY,2016,2020
8042,ALLERGY AND IMMUNOLOGY,2016,2016
8042,INTERNAL MEDICINE,2009,2015
8043,INTERNAL MEDICINE,2009,2020
8044,FAMILY MEDICINE,2015,2016
8045,EMERGENCY MEDICINE,2017,2020
8045,GENERAL PRACTICE,2012,2015
8046,INTERNAL MEDICINE,2018,2020
8047,"SURGERY, GENERAL",2009,2011
8048,NURSE PRACTITIONER,2009,2012
8049,"SURGERY, GENERAL",2013,2015
8050,EMERGENCY MEDICINE,2013,2020
8051,GENERAL PRACTICE,2009,2012
8052,PHYSICIAN ASSISTANT,2014,2017
8053,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8054,INTERNAL MEDICINE,2012,2017
8054,"SURGERY, ORTHOPAEDIC, SPINE",2017,2018
8055,INTERNAL MEDICINE,2015,2020
8056,FOOT & ANKLE SURGERY,2009,2020
8057,FOOT & ANKLE SURGERY,2012,2020
8057,INTERNAL MEDICINE,2009,2009
8057,PODIATRIST,2009,2010
8058,INTERNAL MEDICINE,2017,2020
8059,EMERGENCY MEDICINE,2018,2020
8060,INTERNAL MEDICINE,2009,2017
8061,FOOT & ANKLE SURGERY,2009,2020
8062,EMERGENCY MEDICINE,2009,2020
8063,ANESTHESIOLOGY,2010,2011
8063,PEDIATRIC ANESTHESIOLOGY,2012,2016
8064,EMERGENCY MEDICINE,2009,2014
8065,EMERGENCY MEDICINE,2017,2020
8066,INTERNAL MEDICINE,2012,2020
8067,EMERGENCY MEDICINE,2011,2012
8068,INTERNAL MEDICINE,2016,2019
8069,PEDIATRICS,2009,2015
8070,PHYSICIAN ASSISTANT,2015,2017
8071,FAMILY MEDICINE,2017,2020
8071,INTERNAL MEDICINE,2013,2016
8072,OPHTHALMOLOGY,2013,2020
8073,INFECTIOUS DISEASES,2009,2013
8074,PHYSICIAN ASSISTANT,2009,2019
8075,PHYSICIAN ASSISTANT,2009,2020
8076,NEPHROLOGY,2009,2020
8077,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2010
8078,FOOT & ANKLE SURGERY,2009,2016
8079,INTERNAL MEDICINE,2011,2019
8080,INTERNAL MEDICINE,2009,2020
8081,FAMILY MEDICINE,2016,2020
8081,INTERNAL MEDICINE,2012,2015
8082,INTERNAL MEDICINE,2010,2011
8083,NURSE PRACTITIONER,2016,2016
8083,REGISTERED NURSE,2011,2011
8084,ANESTHESIOLOGY,2015,2020
8085,FAMILY PRACTICE - GERIATRIC MEDICINE,2017,2020
8086,FAMILY MEDICINE,2009,2020
8087,INTERNAL MEDICINE,2012,2020
8088,NURSE PRACTITIONER,2015,2020
8089,GENERAL PRACTICE,2009,2011
8089,RHEUMATOLOGY,2011,2020
8090,PHYSICIAN ASSISTANT,2015,2020
8091,INTERNAL MEDICINE,2011,2020
8092,EMERGENCY MEDICINE,2011,2016
8093,PHYSICIAN ASSISTANT,2016,2020
8094,PHYSICIAN ASSISTANT,2009,2020
8095,FAMILY MEDICINE,2009,2020
8096,NEUROMUSCULOSKELETAL MEDICINE & OMM,2015,2020
8097,INTERNAL MEDICINE,2010,2010
8098,FAMILY MEDICINE,2011,2012
8099,FAMILY MEDICINE,2009,2018
8100,EMERGENCY MEDICINE,2015,2020
8101,"RADIOLOGY, BODY IMAGING",2016,2020
8102,FAMILY MEDICINE,2009,2018
8102,INTERNAL MEDICINE,2012,2020
8103,OBSTETRICS & GYNECOLOGY,2009,2020
8104,EMERGENCY MEDICINE,2009,2014
8105,INTERNAL MEDICINE,2011,2012
8106,"ENDOCRINOLOGY, REPRODUCTIVE",2015,2020
8106,INTERNAL MEDICINE,2009,2009
8106,OBSTETRICS & GYNECOLOGY,2014,2014
8107,PLASTIC & RECONSTRUCTIVE SURGERY,2009,2014
8108,INTERNAL MEDICINE,2015,2019
8109,INTERNAL MEDICINE,2009,2010
8109,"SURGERY, GENERAL",2011,2012
8109,"SURGERY, GENERAL VASCULAR",2019,2020
8110,PHYSICIAN ASSISTANT,2015,2020
8111,INTERNAL MEDICINE,2010,2012
8111,PLASTIC & RECONSTRUCTIVE SURGERY,2017,2020
8112,NURSE PRACTITIONER,2009,2019
8113,DENTIST - ORAL AND MAXILOFACIAL SURGERY,2016,2018
8114,OPHTHALMOLOGY,2009,2020
8115,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8116,FAMILY MEDICINE,2017,2020
8116,INTERNAL MEDICINE,2013,2016
8117,FAMILY MEDICINE,2009,2020
8118,GENERAL PRACTICE,2009,2012
8118,INTERNAL MEDICINE,2015,2020
8119,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8120,INTERNAL MEDICINE,2011,2012
8121,FAMILY MEDICINE,2015,2020
8122,EMERGENCY MEDICINE,2011,2012
8123,"SURGERY, NEUROLOGICAL",2009,2009
8124,EMERGENCY MEDICINE,2011,2020
8125,EMERGENCY MEDICINE,2012,2013
8126,"SURGERY, ORTHOPAEDIC, SPINE",2009,2020
8127,INTERNAL MEDICINE,2009,2011
8128,PHYSICIAN ASSISTANT,2017,2020
8129,EMERGENCY MEDICINE,2011,2020
8130,"ENDOCRINOLOGY, DIABETES & METABOLISM",2018,2020
8131,FAMILY MEDICINE,2014,2020
8132,FAMILY MEDICINE,2009,2020
8133,INTERNAL MEDICINE,2011,2020
8134,INTERNAL MEDICINE,2009,2020
8135,INTERNAL MEDICINE,2016,2020
8136,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8137,PHYSICIAN ASSISTANT,2009,2020
8138,EMERGENCY MEDICINE,2016,2020
8139,PHYSICIAN ASSISTANT,2011,2020
8140,ANESTHESIOLOGY,2009,2020
8141,CARDIOVASCULAR DISEASE,2009,2020
8142,"ANESTHESIOLOGY, PAIN MANAGEMENT",2009,2020
8143,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8144,FAMILY MEDICINE,2009,2020
8145,PHYSICAL MEDICINE & REHABILITATION,2009,2020
8146,INTERNAL MEDICINE,2016,2018
8147,FAMILY MEDICINE,2017,2020
8148,FAMILY MEDICINE,2015,2020
8148,INTERNAL MEDICINE,2011,2014
8149,"SURGERY, GENERAL",2010,2012
8150,EMERGENCY MEDICINE,2009,2020
8151,PEDIATRIC ANESTHESIOLOGY,2009,2020
8152,FAMILY MEDICINE,2009,2020
8153,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8154,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2019
8155,PULMONARY DISEASES,2009,2020
8156,INTERNAL MEDICINE,2011,2015
8157,FAMILY MEDICINE,2010,2014
8158,EMERGENCY MEDICINE,2011,2014
8159,INTERNAL MEDICINE,2014,2016
8160,EMERGENCY MEDICINE,2009,2020
8161,FAMILY MEDICINE,2012,2020
8161,INTERNAL MEDICINE,2009,2011
8162,GASTROENTEROLOGY,2018,2020
8162,INTERNAL MEDICINE,2009,2010
8163,PHYSICIAN ASSISTANT,2009,2020
8164,INTERNAL MEDICINE,2012,2014
8164,NEUROMUSCULOSKELETAL MEDICINE & OMM,2017,2020
8166,FAMILY MEDICINE,2011,2020
8167,FAMILY MEDICINE,2012,2020
8168,OBSTETRICS & GYNECOLOGY,2018,2020
8169,EMERGENCY MEDICINE,2018,2020
8170,OBSTETRICS & GYNECOLOGY,2009,2020
8171,FAMILY MEDICINE,2014,2016
8171,INTERNAL MEDICINE,2010,2013
8172,FAMILY MEDICINE,2011,2020
8172,INTERNAL MEDICINE,2009,2010
8173,CARDIOVASCULAR DISEASE,2009,2020
8174,INTERNAL MEDICINE,2018,2020
8175,INTERNAL MEDICINE,2009,2012
8176,PHYSICIAN ASSISTANT,2009,2020
8177,HOSPITALIST,2016,2017
8177,INTERNAL MEDICINE,2017,2020
8178,NURSE PRACTITIONER,2009,2011
8179,INTERNAL MEDICINE,2015,2020
8180,FAMILY MEDICINE,2009,2020
8181,"ENDOCRINOLOGY, DIABETES & METABOLISM",2012,2020
8181,GENERAL PRACTICE,2009,2011
8182,OBSTETRICS & GYNECOLOGY,2009,2016
8183,"SURGERY, GENERAL",2009,2020
8184,FAMILY MEDICINE,2009,2020
8185,PHYSICIAN ASSISTANT,2009,2020
8186,EMERGENCY MEDICINE,2009,2020
8187,PHYSICAL MEDICINE & REHABILITATION,2009,2020
8188,NURSE PRACTITIONER,2009,2014
8189,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2013
8190,EMERGENCY MEDICINE,2012,2013
8190,FAMILY MEDICINE,2010,2011
8191,FAMILY MEDICINE,2016,2020
8191,INTERNAL MEDICINE,2015,2015
8192,INTERNAL MEDICINE,2017,2018
8193,EMERGENCY MEDICINE,2012,2020
8194,OBSTETRICS & GYNECOLOGY,2009,2020
8195,"ANESTHESIOLOGY, PAIN MANAGEMENT",2009,2016
8196,INTERNAL MEDICINE,2017,2020
8197,FOOT & ANKLE SURGERY,2011,2012
8197,PODIATRIST,2012,2020
8198,FAMILY MEDICINE,2015,2015
8198,INTERNAL MEDICINE,2016,2018
8199,EMERGENCY MEDICINE,2011,2020
8200,FAMILY MEDICINE,2014,2015
8200,INTERNAL MEDICINE,2010,2013
8201,NEPHROLOGY,2010,2020
8202,PHYSICIAN ASSISTANT,2018,2020
8203,EMERGENCY MEDICINE,2009,2015
8204,EMERGENCY MEDICINE,2015,2020
8205,FAMILY MEDICINE,2017,2020
8206,ANESTHESIOLOGY,2009,2020
8207,FAMILY MEDICINE,2017,2020
8208,PHYSICIAN ASSISTANT,2011,2020
8209,FAMILY MEDICINE,2016,2020
8210,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8211,PHYSICIAN ASSISTANT,2009,2020
8212,NURSE PRACTITIONER,2009,2017
8213,GENERAL PRACTICE,2011,2012
8213,HOSPITALIST,2013,2020
8213,INTERNAL MEDICINE,2012,2018
8214,FAMILY MEDICINE,2015,2020
8215,OBSTETRICS & GYNECOLOGY,2009,2019
8216,"SURGERY, NEUROLOGICAL",2009,2020
8217,FAMILY MEDICINE,2015,2015
8217,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
8217,INTERNAL MEDICINE,2011,2017
8218,EMERGENCY MEDICINE,2014,2014
8219,PHYSICIAN ASSISTANT,2017,2020
8220,EMERGENCY MEDICINE,2009,2020
8221,"SURGERY, GENERAL",2009,2011
8221,"SURGERY, GENERAL VASCULAR",2012,2020
8222,PHYSICAL MEDICINE & REHABILITATION,2009,2012
8223,FAMILY MEDICINE,2018,2020
8223,INTERNAL MEDICINE,2014,2017
8224,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8225,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
8226,PHYSICIAN ASSISTANT,2009,2020
8227,INTERNAL MEDICINE,2012,2014
8228,FAMILY MEDICINE,2011,2020
8229,PHYSICAL MEDICINE & REHABILITATION,2009,2020
8230,INTERNAL MEDICINE,2018,2019
8231,PEDIATRIC ANESTHESIOLOGY,2009,2020
8232,FAMILY MEDICINE,2015,2020
8233,FAMILY MEDICINE,2020,2020
8233,OCCUPATIONAL MEDICINE,2009,2019
8234,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2017
8234,INTERNAL MEDICINE,2014,2014
8235,INTERNAL MEDICINE,2009,2020
8236,RHEUMATOLOGY,2009,2020
8237,INTERNAL MEDICINE,2009,2020
8238,INTERNAL MEDICINE,2015,2020
8239,FAMILY MEDICINE,2009,2020
8240,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
8241,INTERNAL MEDICINE,2018,2020
8242,EMERGENCY MEDICINE,2009,2010
8243,INTERNAL MEDICINE,2009,2011
8244,INTERNAL MEDICINE,2009,2015
8245,"RADIOLOGY, BODY IMAGING",2009,2009
8246,INTERNAL MEDICINE,2017,2020
8247,GENERAL PRACTICE,2009,2013
8247,OBSTETRICS & GYNECOLOGY,2013,2020
8248,INTERNAL MEDICINE,2011,2012
8248,"RADIOLOGY, BODY IMAGING",2017,2020
8249,INTERNAL MEDICINE,2015,2016
8249,"SURGERY, GENERAL",2017,2017
8250,FAMILY MEDICINE,2009,2009
8251,FAMILY MEDICINE,2013,2020
8252,PHYSICIAN ASSISTANT,2016,2020
8253,INTERNAL MEDICINE,2011,2020
8254,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8255,FAMILY MEDICINE,2009,2020
8256,INTERNAL MEDICINE,2011,2011
8256,"SURGERY, GENERAL",2009,2010
8257,FOOT & ANKLE SURGERY,2009,2014
8258,ANESTHESIOLOGY,2009,2020
8259,INTERNAL MEDICINE,2009,2020
8260,NURSE PRACTITIONER,2017,2020
8260,REGISTERED NURSE,2011,2017
8261,INTERNAL MEDICINE,2009,2020
8262,INTERNAL MEDICINE,2009,2020
8263,ANESTHESIOLOGY,2009,2011
8263,"ANESTHESIOLOGY, PAIN MANAGEMENT",2012,2020
8264,FOOT & ANKLE SURGERY,2015,2017
8264,INTERNAL MEDICINE,2012,2012
8264,PODIATRIST,2013,2014
8265,EMERGENCY MEDICINE,2016,2020
8266,CARDIOVASCULAR DISEASE,2012,2020
8267,FAMILY MEDICINE,2013,2020
8268,FAMILY MEDICINE,2009,2015
8269,FOOT & ANKLE SURGERY,2014,2020
8270,UROLOGY,2009,2020
8271,INTERNAL MEDICINE,2016,2019
8272,INTERNAL MEDICINE,2018,2019
8273,PHYSICIAN ASSISTANT,2014,2020
8274,INTERNAL MEDICINE,2013,2017
8274,OBSTETRICS & GYNECOLOGY,2018,2020
8275,FAMILY MEDICINE,2014,2020
8276,FAMILY MEDICINE,2018,2020
8277,PEDIATRICS,2009,2011
8277,PLASTIC SURGERY WITHIN THE HEAD & NECK,2012,2020
8278,INTERNAL MEDICINE,2009,2020
8279,FAMILY MEDICINE,2009,2020
8280,OBSTETRICS & GYNECOLOGY,2009,2020
8281,PHYSICIAN ASSISTANT,2017,2019
8282,NURSE PRACTITIONER,2009,2020
8283,FAMILY MEDICINE,2009,2020
8284,INTERNAL MEDICINE,2009,2009
8284,RHEUMATOLOGY,2013,2020
8285,"SURGERY, GENERAL",2010,2016
8286,"RADIOLOGY, BODY IMAGING",2009,2020
8287,PULMONARY DISEASES,2014,2020
8288,INTERNAL MEDICINE,2018,2020
8289,OBSTETRICS & GYNECOLOGY,2009,2013
8290,"RADIOLOGY, BODY IMAGING",2009,2011
8290,VASCULAR & INTERVENTIONAL RADIOLOGY,2012,2020
8291,PHYSICIAN ASSISTANT,2015,2020
8292,INTERNAL MEDICINE,2016,2020
8293,PHYSICIAN ASSISTANT,2009,2019
8294,FOOT & ANKLE SURGERY,2018,2020
8294,PODIATRIST,2017,2018
8295,FAMILY MEDICINE,2009,2020
8296,OBSTETRICS & GYNECOLOGY,2009,2020
8297,INTERNAL MEDICINE,2009,2020
8298,EMERGENCY MEDICINE,2018,2020
8299,INTERNAL MEDICINE,2009,2020
8300,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
8301,EMERGENCY MEDICINE,2015,2020
8302,FAMILY MEDICINE,2009,2011
8303,FAMILY MEDICINE,2009,2020
8304,NURSE PRACTITIONER,2018,2020
8304,REGISTERED NURSE,2009,2011
8305,OBSTETRICS & GYNECOLOGY,2009,2020
8306,"ENDOCRINOLOGY, DIABETES & METABOLISM",2013,2020
8307,FAMILY MEDICINE,2009,2020
8308,INTERNAL MEDICINE,2016,2020
8309,FAMILY MEDICINE,2018,2020
8309,INTERNAL MEDICINE,2009,2017
8310,FOOT & ANKLE SURGERY,2009,2020
8311,OBSTETRICS & GYNECOLOGY,2009,2020
8312,INFECTIOUS DISEASES,2009,2009
8313,INTERNAL MEDICINE,2016,2019
8314,INTERNAL MEDICINE,2009,2010
8314,VASCULAR & INTERVENTIONAL RADIOLOGY,2011,2020
8315,FAMILY MEDICINE,2012,2015
8315,GASTROENTEROLOGY,2016,2020
8316,INTERNAL MEDICINE,2010,2013
8317,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2013
8318,INTERNAL MEDICINE,2013,2014
8318,VASCULAR & INTERVENTIONAL RADIOLOGY,2015,2020
8319,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
8320,NURSE PRACTITIONER,2018,2020
8321,"ONCOLOGY, GYNECOLOGIC",2009,2020
8322,EMERGENCY MEDICINE,2015,2020
8323,PLASTIC SURGERY WITHIN THE HEAD & NECK,2014,2020
8323,"SURGERY, NEUROLOGICAL",2013,2013
8324,FAMILY MEDICINE,2014,2016
8325,EMERGENCY MEDICINE,2009,2013
8326,PHYSICAL MEDICINE & REHABILITATION,2009,2020
8327,INTERNAL MEDICINE,2009,2010
8328,PULMONARY DISEASES,2009,2020
8329,EMERGENCY MEDICINE,2015,2020
8330,INTERNAL MEDICINE - CRITICAL CARE MEDICINE,2009,2020
8331,INTERNAL MEDICINE,2014,2020
8332,EMERGENCY MEDICINE,2015,2020
8333,EMERGENCY MEDICINE,2015,2016
8334,NEUROMUSCULOSKELETAL MEDICINE & OMM,2011,2020
8335,PHYSICIAN ASSISTANT,2009,2020
8336,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8337,OPHTHALMOLOGY,2011,2020
8338,INTERNAL MEDICINE,2009,2013
8339,INTERNAL MEDICINE,2017,2020
8340,FAMILY MEDICINE,2009,2020
8341,OBSTETRICS & GYNECOLOGY,2009,2020
8342,FAMILY MEDICINE,2011,2014
8343,FAMILY MEDICINE,2018,2018
8343,INTERNAL MEDICINE,2014,2017
8344,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2020
8345,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
8346,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8347,PLASTIC SURGERY WITHIN THE HEAD & NECK,2018,2019
8348,NURSE PRACTITIONER,2009,2020
8349,NEPHROLOGY,2015,2016
8350,INTERNAL MEDICINE,2019,2020
8351,INTERNAL MEDICINE,2009,2011
8352,INTERNAL MEDICINE,2009,2020
8353,NURSE PRACTITIONER,2017,2020
8353,REGISTERED NURSE,2011,2011
8354,INTERNAL MEDICINE,2014,2015
8355,INTERNAL MEDICINE,2014,2017
8356,FAMILY MEDICINE,2009,2020
8357,EMERGENCY MEDICINE,2016,2020
8358,PHYSICIAN ASSISTANT,2014,2020
8359,PHYSICIAN ASSISTANT,2011,2020
8360,FAMILY MEDICINE,2011,2020
8361,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
8362,INTERNAL MEDICINE,2009,2020
8363,FAMILY MEDICINE,2009,2020
8364,INTERNAL MEDICINE,2017,2020
8365,FOOT & ANKLE SURGERY,2009,2020
8366,PHYSICIAN ASSISTANT,2009,2020
8367,PHYSICIAN ASSISTANT,2009,2017
8368,EMERGENCY MEDICINE,2009,2011
8369,FAMILY MEDICINE,2016,2020
8369,INTERNAL MEDICINE,2012,2015
8370,EMERGENCY MEDICINE,2014,2020
8371,INTERNAL MEDICINE,2013,2016
8371,"SURGERY, GENERAL",2014,2015
8372,PHYSICIAN ASSISTANT,2009,2020
8373,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
8374,INTERNAL MEDICINE,2010,2010
8374,"SURGERY, GENERAL",2011,2014
8375,EMERGENCY MEDICINE,2009,2020
8376,ANESTHESIOLOGY,2014,2020
8377,EMERGENCY MEDICINE,2016,2020
8378,INTERNAL MEDICINE,2017,2020
8379,HOSPITALIST,2011,2012
