physid,MSOC_SCHL_SPCLT_TX,MSOC_DGR_ERN_TX,MSOC_TYP_TX,MSOC_YR_RCVD_TX,MSOC_BRD_NM,MSOC_CERT_YR_TX
7791,,DO,Medical education,1997,Am Osteo Board of Internal Medicine,2000
7791,Internal Medicine,,Internship,1998,Am Osteo Board of Internal Medicine,2003
7791,Internal Medicine,,Residency,2000,Am Osteo Board of Internal Medicine,2005
7792,,MD,Medical Education,1993,American Board of Family Medicine,2006
7793,,MD,Medical Education,1959,,
7794,,MD,Medical Education,2002,American Board of Internal Medicine,2005
7795,,MD,Medical Education,2010,,
7795,Obstetrics and Gynecology,,Internship,2011,American Board of Obstetrics and Gynecology,2016
7796,,MD,Medical Education,1998,American Board of Emergency Medicine,2003
7797,,MD,Medical Education,1992,American Board of Family Medicine,1995
7798,,MD,Medical Education,2007,,
7798,General Surgery,,Residency,2014,American Board of Surgery,2017
7798,Surgical Oncology,,Fellowship,2016,American Board of Surgery,2015
7799,,MD,Medical Education,2009,,
7799,Family Medicine,,Internship,2011,American Board of Family Medicine,2013
7800,Neurology,DO,Medical Education,1996,American Board of Psychiatry and Neurology,2004
7801,,MD,Medical Education,2010,American Board of Emergency Medicine,2015
7801,Pediatric Emergency Medicine,,Fellowship,2016,American Board of Pediatrics,2017
7802,Physician Assistant,MPA,Professional Education,2011,National Commission on Certification of Physician,
7803,,MD,Medical Education,1996,American Board of Urology,2006
7805,,MD,Medical Education,2004,,
7805,Emergency Medicine,,Internship,2005,American Board of Emergency Medicine,2009
7806,,MS,Professional Education,2010,,
7806,,PA,Medical Education,2008,National Commission on Certification of Physician,
7807,,MD,Medical Education,1999,,
7807,Internal Medicine,,Chief Resident,2003,American Board of Internal Medicine,2002
7807,Internal Medicine,,Residency,2002,American Board of Internal Medicine,2005
7807,Pulmonary Disease&Critical Care Med,,Fellowship,2006,American Board of Internal Medicine,2007
7807,Sleep Medicine,,Fellowship,2007,American Board of Internal Medicine,2006
7808,,MD,Medical Education,2009,,
7808,Obstetrics and Gynecology,,Internship,2010,American Board of Obstetrics and Gynecology,2015
7809,,MD,Medical Education,2002,American Board of Emergency Medicine,2008
7810,,MD,Medical Education,2002,,
7810,Gastroenterology,,Fellowship,2015,American Board of Internal Medicine,2010
7810,Geriatric Medicine,,Fellowship,2010,American Board of Internal Medicine,2016
7810,Hepatology,,Fellowship,2011,American Board of Internal Medicine,2009
7811,Internal Medicine,,Internship,,American Board of Family Medicine,1998
7812,,DO,Medical education,1992,American Board of Family Medicine,2002
7813,,MD,Medical/Professional Educ,2009,,
7813,Obstetrics and Gynecology,,Residency,,American Board of Obstetrics and Gynecology,2016
7814,,MD,Medical Education,2006,,
7814,Emergency Medicine,,Residency,2010,American Board of Emergency Medicine,2011
7815,,MD,Medical Education,1992,American Board of Family Medicine,1995
7817,,DO,Medical Education,2014,,
7817,Emergency Medicine,,Internship,2015,American Board of Emergency Medicine,2019
7818,,MD,Medical Education,1976,American Board of Emergency Medicine,1986
7818,Family Practice,,Internship,1977,American Board of Family Medicine,1979
7820,,MD,Medical Education,1999,American Board of Internal Medicine,2004
7820,Nephrology,,Fellowship,2004,American Board of Internal Medicine,2002
7821,,MSN,Professional Education,2006,American Nurses Credentialing Center Certification,
7821,,RN,Professional Education,2003,,
7822,Geriatric Medicine,MSN,Professional Education,1997,American Nurses Credentialing Center Certification,
7823,,MD,Medical education,1991,,
7824,,BSN,Professional Education,2001,American Academy of Nurse Practitioner Certificati,
7824,,MSN,Professional Education,2004,,
7825,,MD,Medical Education,2007,,
7825,Internal Medicine,,Internship,2008,American Board of Internal Medicine,2010
7826,Internal Medicine,,Residency,2012,American Board of Internal Medicine,2013
7827,,MD,Medical Education,1993,American Board of Internal Medicine,1996
7828,,MD,Medical Education,2009,,
7829,,MD,Medical Education,2004,,
7829,Internal Medicine,,Internship,2013,American Board of Internal Medicine,2015
7830,,MD,Medical Education,1998,American Board of Family Medicine,2004
7831,,MD,Medical Education,1992,American Board of Internal Medicine,2002
7831,Rheumatology,,Fellowship,2002,American Board of Internal Medicine,2000
7832,,MD,Medical Education,2011,,
7832,Internal Medicine,,Internship,2012,American Board of Internal Medicine,2015
7833,,MD,Medical Education,1975,American Board of Internal Medicine,1979
7834,,MD,Medical Education,2007,,
7834,Pain Medicine,,Fellowship,2013,American Board of Anesthesiology,2012
7835,,MD,Medical Education,2006,,
7835,Internal Medicine,,Internship,2014,American Board of Internal Medicine,2016
7835,Internal Medicine,,Residency,2016,American Board of Internal Medicine,2017
7836,,MD,Medical Education,1993,,
7836,Family Medicine,,Residency,1996,American Board of Family Medicine,1996
7837,,MD,Medical Education,2011,,
7837,Family Medicine,,Internship,2012,American Board of Family Medicine,2014
7838,Cardiovascular Disease,,Fellowship,1992,American Board of Internal Medicine,1989
7838,Internal Medicine,MD,Medical Education,1986,American Board of Internal Medicine,1991
7839,,DO,Medical Education,2002,American Board of Preventive Medicine,2019
7839,Emergency Medicine,,Residency,2006,American Board of Emergency Medicine,2007
7839,Medical Toxicology,,Fellowship,2008,American Board of Emergency Medicine,2010
7840,,MD,Medical Education,2008,,
7840,Emergency Medicine,,Residency,2011,American Board of Emergency Medicine,2012
7841,,MD,Medical Education,1981,American Board of Obstetrics and Gynecology,1989
7843,,MD,Medical Education,1988,American Board of Neurological Surgery,2001
7844,,MD,Medical Education,2011,,
7845,,MD,Medical Education,2004,American Board of Internal Medicine,2007
7845,Internal Medicine,,Internship,2005,American Board of Internal Medicine,2017
7846,,MD,Medical Education,2014,,
7846,Emergency Medicine,,Internship,2015,American Board of Emergency Medicine,2018
7847,,MD,Medical Education,2005,,
7847,Internal Medicine,,Residency,2009,American Board of Internal Medicine,2009
7848,,MD,Medical education,1976,American Board of Obstetrics and Gynecology,1982
7849,,MD,Medical Education,1996,,
7849,Pediatric Radiology,,Fellowship,2012,American Board of Radiology,2011
7849,Radiology,,Internship,2007,American Board of Radiology,2013
7850,,MD,Medical Education,1995,American Board of Family Medicine,2005
7851,,MD,Medical education,2005,,
7852,,MD,Medical Education,1979,American Board of Internal Medicine,1982
7852,Internal Medicine,,Residency,1982,American Board of Internal Medicine,1994
7853,,PA,Professional Education,2001,,
7855,,MD,Medical Education,1997,American Board of Pediatrics,2013
7856,,DPM,Medical Education,2009,,
7856,Podiatry,,Internship,2012,American Board of Foot and Ankle Surgery,2016
7857,,MD,Medical Education,1990,American Board of Internal Medicine,2000
7858,,MD,Medical Education,2005,,
7858,Internal Medicine,,Internship,2006,American Board of Internal Medicine,2008
7858,Internal Medicine,,Residency,2008,American Board of Dermatology,2016
7859,Doctor of Medicine,MD,Medical Education,1994,American Board of Internal Medicine,1997
7860,,MD,Medical Education,2001,American Board of Obstetrics and Gynecology,2007
7862,,MD,Medical Education,2001,,
7862,Family Medicine,,Internship,2005,American Board of Family Medicine,2012
7863,,MD,Medical Education,2007,,
7863,Urology,,Residency,2012,American Board of Urology,2014
7864,Family Medicine,,Internship,2016,American Board of Family Medicine,2018
7864,Family Medicine,DO,Medical Education,2015,,
7865,,MD,Medical Education,1983,American Board of Obstetrics and Gynecology,1989
7866,,MD,Medical Education,2007,American Board of Emergency Medicine,2012
7867,,DO,Medical Education,1992,Am Osteo Board of Physical Medicine and Rehab,1997
7867,Pain Management,,Fellowship,2004,Am Osteo Board of Physical Medicine and Rehab,2003
7868,,MD,Medical Education,1984,American Board of Thoracic Surgery,1992
7868,General Surgery,,Residency,1991,American Board of Surgery,1991
7869,,MD,Medical Education,1997,American Board of Dermatology,2001
7870,,MD,Medical Education,2005,American Board of Emergency Medicine,2009
7871,,MD,Medical Education,2010,,
7871,Internal Medicine,,Residency,2013,American Board of Internal Medicine,2014
7872,,MD,Medical Education,1997,American Board of Family Medicine,2000
7873,,MD,Medical Education,1972,American Board of Internal Medicine,1975
7873,Internal Medicine,,Residency,1975,American Board of Internal Medicine,2012
7873,Pulmonary Medicine,,Fellowship,1977,American Board of Internal Medicine,1982
7874,,MD,Medical Education,2015,,
7875,,DO,Medical Education,2009,,
7875,Internal Medicine,,Residency,2012,American Board of Internal Medicine,2012
7877,,MD,Medical Education,2005,,
7877,Internal Medicine,,Residency,2008,American Board of Internal Medicine,2008
7878,,MD,Medical Education,2015,,
7879,,MD,Medical Education,2012,,
7879,Internal Medicine,,Internship,2013,American Board of Internal Medicine,2015
7880,,DO,Medical Education,2017,,
7881,,MD,Medical Education,2001,,
7881,Family Medicine,,Internship,2002,American Board of Family Medicine,2004
7883,Physician Assistant,PA Cert,Professional Education,1994,,
7884,,MD,Medical Education,2002,American Board of Family Medicine,2005
7885,,MD,Medical Education,1993,,
7885,Emergency Medicine,,Internship,1994,American Board of Emergency Medicine,1997
7886,,"Yes, MD",Medical education,2005,,
7887,Cardiology,,Fellowship,1997,American Board of Internal Medicine,1994
7887,Doctor of Medicine,MD,Medical Education,1991,American Board of Internal Medicine,1998
7888,,MD,Medical Education,2011,,
7888,Internal Medicine,,Internship,2012,American Board of Internal Medicine,2014
7889,,MD,Medical Education,1976,American Board of Surgery,1982
7891,,MS,Professional Education,2001,National Commission on Certification of Physician,
7892,,MD,Medical Education,2012,,
7892,Emergency Medicine,,Residency ED Resident,2016,American Board of Emergency Medicine,2017
7894,,MD,Medical Education,2014,American Board of Emergency Medicine,2019
7895,,MD,Medical Education,2002,American Board of Anesthesiology,2007
7896,,MD,Medical Education,2009,,
7896,Family Medicine,,Residency,2012,American Board of Family Medicine,2012
7897,,MD,Medical education,2006,,
7898,,MD,Medical Education,1989,American Board of Family Medicine,1992
7899,,MD,Medical Education,1986,American Board of Family Medicine,2005
7900,,NP,Professional Education,1984,,
7900,,RN,Professional Education,1981,American Nurses Credentialing Center Certification,
7901,,MD,Medical Education,1989,American Board of Internal Medicine,1994
7901,Nephrology,,Fellowship,1994,American Board of Internal Medicine,1992
7902,,MD,Medical education,1976,American Board of Family Medicine,1979
7903,,MD,Medical Education,1999,American Board of Family Medicine,2002
7905,,MPA,Professional Education,2014,National Commission on Certification of Physician,
7906,,MD,Medical Education,1998,American Board of Internal Medicine,2008
7906,Div. of Respiratory & Critical Care Med,,Fellowship,2011,American Board of Internal Medicine,2010
7906,Internal Medicine,,Residency,2008,American Board of Internal Medicine,2011
7907,,MD,Medical Education,1997,American Board of Surgery,2006
7907,Vascular Surgery,,Fellowship,2004,American Board of Surgery,2004
7908,,MD,Medical Education,1991,,
7908,Colon and Rectal Surgery,,Fellowship,,American Board of Surgery,2015
7909,,MD,Medical Education,2012,,
7909,Family Medicine,,Internship,2013,American Board of Family Medicine,2015
7910,,MD,Medical Education,2002,American Board of Internal Medicine,2007
7910,Nephrology,,Fellowship,2007,American Board of Internal Medicine,2005
7911,,MD,Medical Education,2014,American Board of Internal Medicine,2017
7912,,MD,Medical Education,2000,,
7912,Emergency Medicine,,Internship,2001,American Board of Emergency Medicine,2004
7913,,MD,Medical Education,1977,American Board of Internal Medicine,1981
7914,,MBBS,Medical/Professional Educ,1989,,
7914,Geriatrics,,Fellowship,,American Board of Internal Medicine,2014
7915,Family Medicine,,Residency,2010,American Board of Family Medicine,2010
7916,,MD,Medical Education,1985,American Board of Family Medicine,1997
7917,,DO,Medical Education,1998,American Board of Psychiatry and Neurology,2004
7917,EEG/Epilepsy,,Fellowship,2003,American Board of Psychiatry and Neurology,2018
7918,,MD,Medical Education,1997,American Board of Family Medicine,2000
7919,,BSN,Professional Education,1993,,
7919,Ob/Gyn,MSN,Professional Education,1996,,
7920,,MD,Medical Education,2004,,
7920,Infectious Disease,,Fellowship,2010,American Board of Internal Medicine,2007
7920,Internal Medicine,,Residency,2007,American Board of Internal Medicine,2010
7921,,NP,Medical education,2000,,
7922,,DO,Medical Education,2010,American Board of Psychiatry and Neurology,2016
7922,Neurology,,Residency,2014,American Board of Psychiatry and Neurology,2014
7923,,MD,Medical Education,2012,,
7923,Sports Medicine,,Fellowship,2016,American Board of Family Medicine,2015
7924,,PA,Professional Education,2005,National Commission on Certification of Physician,
7925,,MD,Medical Education,2014,,
7925,Family Medicine,,Internship,2015,American Board of Family Medicine,2017
7926,,MD,Medical Education,2013,,
7926,Family Medicine,,Residency,2016,American Board of Family Medicine,2016
7927,,MD,Medical education,2006,,
7928,,MD,Medical Education,1997,American Board of Internal Medicine,2000
7929,Physician Assistant Cert - NCCPA,PA-C,Professional Education,1999,,
7930,,MD,Medical Education,2005,American Board of Family Medicine,2008
7931,,MS,Professional Education,2013,National Commission on Certification of Physician,
7932,,MD,Medical Education,1993,American Board of Orthopaedic Surgery,2002
7933,,MD,Medical education,1998,American Board of Internal Medicine,2002
7934,,MD,Medical Education,1998,American Board of Internal Medicine,2002
7935,,MD,Medical education,2006,,
7936,,DO,Medical Education,2011,,
7937,,MD,Medical education,2004,American Board of Internal Medicine,2007
