physid,firstdepyr,lastdepyr,SPECIALTY,MEDCTR,MSA,ENCCT
7871,2017,2019,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,241
7871,2019,2019,Urgent Care,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,10
7872,2006,2009,Intermediate Care,PANORAMA CITY MEDICAL OFFICE 4 U,PANORAMA MEDICAL CENTER AREA,6118
7872,2006,2009,Urgent Care,PANORAMA CITY MEDICAL OFFICE 4 U,PANORAMA MEDICAL CENTER AREA,6262
7872,2006,2013,Internal Medicine,PANORAMA CITY MEDICAL OFFICE 3 U,PANORAMA MEDICAL CENTER AREA,1142
7872,2007,2013,Family Practice,PANORAMA CITY MEDICAL OFFICE 3 U,PANORAMA MEDICAL CENTER AREA,985
7872,2009,2014,Urgent Care,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,2755
7872,2010,2011,Intermediate Care,PANORAMA CITY MEDICAL OFFICE 3 U,PANORAMA MEDICAL CENTER AREA,4282
7872,2011,2013,Intermediate Care,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,8268
7872,2013,2013,Urgent Care,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,40
7872,2013,2014,Urgent Care,SANTA CLARITA MEDICAL OFFICES U,PANORAMA MEDICAL CENTER AREA,790
7873,2004,2011,Pulmonary Diseases,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,5932
7873,2005,2010,Pulmonary Diseases,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,772
7873,2016,2017,Continuing Care,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,15
7873,2016,2018,Continuing Care,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,103
7873,2016,2018,Continuing Care,PT LOMA/FORDHAM MED OFFICE   U,SAN DIEGO MEDICAL CENTER AREA,38
7873,2018,2018,Continuing Care,ESCONDIDO MEDICAL OFFICES     U,SAN DIEGO MEDICAL CENTER AREA,4
7875,2012,2012,Internal Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,212
7877,2011,2013,Urgent Care,SIMI VALLEY MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,385
7877,2011,2016,Family Practice,SIMI VALLEY MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,16584
7877,2012,2012,Urgent Care,BV OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,11
7877,2012,2016,Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,497
7877,2013,2016,Urgent Care,THOUSAND OAKS MEDICAL OFFICE U,WOODLAND HILLS MED CENTER AREA,98
7877,2015,2016,Family Practice,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,122
7878,2015,2020,"Obstetrics, Gynecology",4900 SUNSET MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,874
7878,2019,2019,"Obstetrics, Gynecology",GLENDALE ORANGE STREET U,SUNSET MEDICAL CENTER AREA,203
7878,2019,2019,"Obstetrics, Gynecology",PASADENA/LA MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,16
7878,2019,2020,"Obstetrics, Gynecology",EAST LOS ANGELES MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,132
7878,2020,2020,"Obstetrics, Gynecology",CARSON SOUTH BAY MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,35
7878,2020,2020,"Obstetrics, Gynecology",NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,18
7880,2017,2019,"Obstetrics, Gynecology",SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,44
7880,2017,2020,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1354
7880,2017,2020,Pediatrics,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,136
7880,2019,2019,Dermatology,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,4
7881,2005,2005,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,12
7881,2005,2012,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,419
7881,2005,2018,Family Practice,BARRANCA MEDICAL OFFICE U,ORANGE COUNTY MED CENTER AREA,3221
7881,2005,2020,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,979
7881,2006,2006,Family Practice,ALISO VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,12
7881,2006,2009,Family Practice,SAN JUAN CAPISTRANO OFFICES U,ORANGE COUNTY MED CENTER AREA,85
7881,2006,2010,Family Practice,EUCLID MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,102
7881,2006,2011,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,33
7881,2006,2018,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,224
7881,2009,2009,Family Practice,HUNTINGTON BEACH MED OFFICES U,ORANGE COUNTY MED CENTER AREA,6
7881,2009,2011,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,81
7881,2011,2011,Family Practice,ANAHEIM HILLS MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,23
7881,2017,2019,Family Practice,TUSTIN RANCH MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,118
7881,2019,2019,Family Practice,YORBA LINDA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,4
7881,2019,2019,Population Care Management,CHAPMAN MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,337
7883,2004,2013,Family Practice,CLAIREMONT MESA MED OFFICES   U,SAN DIEGO MEDICAL CENTER AREA,15526
7883,2008,2008,"Surgery, General",VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,1
7883,2008,2013,Family Practice,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,1268
7883,2008,2013,"Obstetrics, Gynecology",OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,711
7883,2008,2013,"Obstetrics, Gynecology",SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,1290
7883,2013,2013,"Surgery, General",GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,6
7884,2006,2013,Family Practice,TORRANCE MEDICAL OFFICE BLDG U,SOUTH BAY MEDICAL CENTER AREA,17854
7884,2007,2020,Urgent Care,NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,2383
7884,2013,2020,Family Practice,CARSON SOUTH BAY MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,12033
7884,2015,2019,Family Practice,SOUTH BAY MEDICAL CENTER U,SOUTH BAY MEDICAL CENTER AREA,177
7884,2016,2016,Family Practice,NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,21
7886,2007,2007,"Obstetrics, Gynecology",WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,44
7886,2008,2008,"Obstetrics, Gynecology",LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,67
7886,2010,2011,"Obstetrics, Gynecology",ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,144
7887,2004,2015,Cardiology,THOUSAND OAKS II MED OFFICE BLDG,WOODLAND HILLS MED CENTER AREA,1021
7887,2004,2020,Cardiology,THOUSAND OAKS MEDICAL OFFICE U,WOODLAND HILLS MED CENTER AREA,526
7887,2004,2020,Cardiology,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,20234
7887,2011,2011,Nuclear Medicine,WOODLAND HILLS MEDICAL CENTER L,WOODLAND HILLS MED CENTER AREA,2
7887,2013,2015,Cardiology,322 THOUSAND OAKS MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,113
7889,2004,2005,"Surgery, General",SAN DIEGO MEDICAL CENTER L,SAN DIEGO MEDICAL CENTER AREA,1613
7889,2005,2017,"Surgery, General",SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,15535
7889,2013,2013,"Surgery, General",SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,70
7889,2017,2017,"Surgery, Vascular",SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,4
7889,2017,2018,"Surgery, Vascular",KP ZION MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,4
7889,2017,2020,"Surgery, Vascular",VIEWRIDGE 1 MEDICAL OFFICES U,SAN DIEGO MEDICAL CENTER AREA,2644
7893,2018,2018,"Surgery, General",GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,31
7893,2018,2018,"Surgery, General",VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,17
7895,2007,2008,Anesthesiology,PANORAMA CITY MEDICAL OFFICE 4 L,PANORAMA MEDICAL CENTER AREA,7
7895,2008,2017,Anesthesiology,PANORAMA CITY MEDICAL OFFICE 4 U,PANORAMA MEDICAL CENTER AREA,21
7896,2009,2009,"Obstetrics, Gynecology",LA PALMA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,3
7896,2009,2009,"Obstetrics, Gynecology",SAN JUAN CAPISTRANO OFFICES U,ORANGE COUNTY MED CENTER AREA,6
7896,2009,2010,"Obstetrics, Gynecology",GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,7
7896,2009,2012,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1665
7896,2009,2012,"Obstetrics, Gynecology",SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,24
7896,2009,2012,Pediatrics,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,84
7896,2010,2010,"Obstetrics, Gynecology",ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,3
7896,2010,2010,"Obstetrics, Gynecology",HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,5
7896,2010,2011,"Obstetrics, Gynecology",YORBA LINDA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,17
7896,2011,2019,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,463
7896,2012,2020,Family Practice,LA PALMA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,15906
7896,2013,2018,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,23
7896,2013,2019,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,172
7896,2013,2020,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,85
7896,2015,2019,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1902
7896,2016,2016,Internal Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,34
7898,2004,2004,Family Practice,BOSTONIA MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,6
7898,2004,2004,Family Practice,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,15
7898,2004,2005,Family Practice,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,576
7898,2004,2006,Family Practice,BONITA MEDICAL OFFICES        U,SAN DIEGO MEDICAL CENTER AREA,357
7898,2004,2007,Family Practice,CARLSBAD MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,32
7898,2004,2009,Family Practice,PT LOMA/FORDHAM MED OFFICE   U,SAN DIEGO MEDICAL CENTER AREA,1285
7898,2004,2012,Family Practice,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,3199
7898,2004,2014,Family Practice,CLAIREMONT MESA MED OFFICES   U,SAN DIEGO MEDICAL CENTER AREA,13574
7898,2006,2006,Family Practice,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,12
7898,2006,2007,Family Practice,RANCHO SAN DIEGO MOB          U,SAN DIEGO MEDICAL CENTER AREA,463
7898,2014,2017,Employee Health,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,3560
7898,2017,2020,Employee Health,KP ZION MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,2753
7899,2008,2008,Family Practice,SAN BERNARDINO MEDICAL OFFICES U,SAN BERNARDINO COUNTY AREA,7
7899,2008,2020,Family Practice,HIGH DESERT MEDICAL OFFICES   U,SAN BERNARDINO COUNTY AREA,43762
7899,2013,2020,Urgent Care,HIGH DESERT MEDICAL OFFICES   U,SAN BERNARDINO COUNTY AREA,1230
7899,2015,2018,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,1223
7900,2004,2007,Internal Medicine,GARDENA MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,12567
7900,2004,2020,Family Practice,GARDENA MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,48030
7900,2005,2006,"Obstetrics, Gynecology",NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,81
7900,2005,2014,Urgent Care,NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,1504
7900,2018,2018,Urgent Care,SOUTH BAY MEDICAL CENTER U,SOUTH BAY MEDICAL CENTER AREA,25
7901,2004,2019,Nephrology,WOODLAND HILLS MEDICAL CENTER L,WOODLAND HILLS MED CENTER AREA,332
7901,2004,2019,Nephrology,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,4401
7901,2006,2006,Family Practice,OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,43
7901,2006,2020,Nephrology,OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,12490
7901,2007,2007,Nephrology,BV OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,39
7902,2004,2010,Family Practice,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,13760
7902,2005,2005,Pediatrics,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,62
7902,2005,2009,Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,651
7902,2006,2006,Pain Management,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,7
7902,2006,2009,Pediatric Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,997
7903,2004,2015,Family Practice,MORENO VALLEY MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,34550
7903,2004,2019,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,4696
7903,2007,2018,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,104
7903,2015,2020,Family Practice,CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,12771
7903,2019,2019,Urgent Care,MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,1
7905,2018,2019,Urgent Care,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,654
7905,2018,2020,Urgent Care,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,81
7905,2018,2020,Urgent Care,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,3448
7906,2011,2014,Pulmonary Diseases,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,131
7906,2011,2020,Pulmonary Diseases,MEDICAL OFFICES D AT ONTARIO U,SAN BERNARDINO COUNTY AREA,5280
7907,2004,2012,"Surgery, General",FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,8997
7907,2012,2020,"Surgery, Vascular",FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,7603
7907,2018,2018,"Surgery, General",MEDICAL OFFICES D AT ONTARIO U,SAN BERNARDINO COUNTY AREA,3
7907,2018,2018,"Surgery, General",ONTARIO VINEYARD MED OFFICES U,SAN BERNARDINO COUNTY AREA,2
7908,2016,2017,"Surgery, General",CHESTER AVE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,3139
7908,2017,2017,"Surgery, General",STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,2
7909,2012,2014,Pediatrics,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,90
7909,2012,2018,Family Practice,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,5777
7909,2013,2013,"Obstetrics, Gynecology",4900 SUNSET MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,88
7909,2014,2015,Urgent Care,PASADENA/LA MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,62
7909,2014,2017,Urgent Care,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,2516
7909,2016,2016,Internal Medicine,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,7
7909,2017,2020,Urgent Care,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,4957
7910,2007,2020,Nephrology,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,11683
7910,2008,2020,Nephrology,RIVERSIDE MEDICAL CENTER L,RIVERSIDE MEDICAL CENTER AREA,2226
7910,2016,2019,Nephrology,IRIS ST MEDICAL OFFICES II,RIVERSIDE MEDICAL CENTER AREA,11
7914,2014,2017,Geriatric Medicine,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,150
7914,2014,2017,Geriatric Medicine,THOUSAND OAKS MEDICAL OFFICE U,WOODLAND HILLS MED CENTER AREA,3383
7915,2007,2010,Pediatrics,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,147
7915,2007,2019,Family Practice,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,1145
7915,2008,2010,"Obstetrics, Gynecology",GLENDALE MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,65
7915,2009,2009,"Obstetrics, Gynecology",4900 SUNSET MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,41
7915,2009,2015,Urgent Care,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,356
7915,2010,2020,Family Practice,EAST LOS ANGELES MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,23010
7915,2010,2020,Pediatrics,4900 SUNSET MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,596
7915,2012,2012,Pediatrics,EAST LOS ANGELES MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,8
7916,2004,2020,Family Practice,CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,34055
7916,2004,2020,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,7508
7916,2005,2020,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,2656
7916,2006,2007,Dermatology,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,80
7916,2006,2017,Family Practice,PALM DESERT MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,321
7916,2011,2016,Urgent Care,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,141
7916,2013,2019,Family Practice,WELLNESS MOBILE UNIT IMP W,DOWNEY MEDICAL CENTER AREA,35
7916,2014,2015,Family Practice,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,36
7916,2014,2015,Urgent Care,IRIS ST MEDICAL OFFICES II,RIVERSIDE MEDICAL CENTER AREA,15
7916,2015,2015,Family Practice,MERIDIAN PARKWAY MED OFFICES,RIVERSIDE MEDICAL CENTER AREA,2
7916,2017,2019,Family Practice,KPTGT HEMET RETAIL HEALTH,KPTGT HEMET RETAIL HEALTH,144
7916,2017,2020,Otolaryngology,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,138
7917,2004,2005,Neurology,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,908
7917,2004,2012,Neurology,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,8770
7917,2008,2020,Neurology,ALTON/SAND CANYON MOB 2 U,ORANGE COUNTY MED CENTER AREA,315
7917,2009,2020,Neurology,ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,20889
7918,2004,2020,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,49620
7918,2005,2018,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,464
7918,2014,2015,Family Practice,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,31
7918,2014,2015,Urgent Care,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,49
7919,2004,2008,"Obstetrics, Gynecology",MORENO VALLEY MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,16464
7919,2004,2016,"Obstetrics, Gynecology",RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,124
7919,2007,2007,"Obstetrics, Gynecology",PALM DESERT MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,10
7919,2008,2017,"Obstetrics, Gynecology",CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,24943
7920,2010,2018,Infectious Diseases,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,7653
7920,2018,2020,Plastic Surgery,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,131
7921,2004,2011,Cardiology,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,13157
7921,2009,2011,Cardiology,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,440
7922,2015,2017,Neurology,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,1016
7922,2015,2020,Neurology,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,3353
7923,2012,2012,Internal Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,6
7923,2012,2018,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,2387
7923,2013,2013,Pediatrics,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,32
7923,2013,2020,Urgent Care,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,851
7923,2016,2020,Family Practice,REDLANDS MEDICAL OFFICE U,SAN BERNARDINO COUNTY AREA,13667
7923,2017,2017,Urgent Care,REDLANDS MEDICAL OFFICE U,SAN BERNARDINO COUNTY AREA,152
7924,2012,2012,Neurosurgery,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,43
7924,2012,2012,"Orthopaedics, Medicine",WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,577
7924,2012,2020,"Surgery, General",WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,15680
7924,2016,2016,Wound Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,5
7925,2019,2020,Urgent Care,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,5648
7926,2013,2016,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1149
7926,2013,2016,"Obstetrics, Gynecology",SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,80
7926,2013,2016,Pediatrics,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,114
7926,2015,2018,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,73
7926,2015,2019,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,195
7926,2015,2020,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1373
7926,2016,2019,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,55
7926,2016,2020,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,8617
7926,2016,2020,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,186
7927,2010,2011,Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,7
7927,2011,2012,"Surgery, General",WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,31
7928,2004,2020,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,65755
7928,2006,2017,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,91
7928,2006,2019,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,124
7928,2007,2020,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,599
7928,2008,2012,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,200
7928,2009,2018,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,89
7928,2011,2019,Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,20
7929,2004,2006,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1715
7929,2005,2014,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,2978
7929,2006,2015,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,17566
7930,2008,2020,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,34997
7930,2009,2019,Urgent Care,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,3494
7930,2010,2011,Family Practice,CUDAHY MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,3535
7931,2017,2020,"Orthopaedics, Medicine",4760 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,4279
7932,2004,2011,"Orthopaedics, Medicine",SOUTH BAY MEDICAL CENTER U,SOUTH BAY MEDICAL CENTER AREA,19415
7932,2007,2013,Occupational Medicine,NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,343
